X,Y,Z,C
107,172.766,31.923,90
107,172.567,31.95,90
107,172.369,31.976,90
107,172.171,32.002,90
107,171.973,32.027,90
107,171.774,32.052,90
107,171.576,32.076,90
107,171.377,32.1,90
107,171.178,32.123,90
107,170.98,32.146,90
107,170.781,32.168,90
107,170.582,32.189,90
107,170.383,32.21,90
107,170.184,32.23,90
107,169.985,32.25,90
107,169.786,32.269,90
107,169.587,32.288,90
107,169.388,32.305,90
107,169.188,32.323,90
107,168.989,32.339,90
107,168.79,32.355,90
107,168.59,32.37,90
107,168.391,32.384,90
107,168.191,32.398,90
107,167.992,32.41,90
107,167.792,32.422,90
107,167.592,32.434,90
107,167.393,32.444,90
107,167.193,32.454,90
107,166.993,32.462,90
107,166.793,32.47,90
107,166.593,32.477,90
107,166.393,32.483,90
107,166.193,32.488,90
107,165.993,32.492,90
107,165.793,32.495,90
107,165.593,32.499,90
107,165.394,32.502,90
107,165.194,32.506,90
107,164.994,32.509,90
107,164.794,32.513,90
107,164.594,32.516,90
107,164.394,32.52,90
107,164.194,32.523,90
107,163.994,32.527,90
107,163.794,32.53,90
107,163.594,32.534,90
107,163.394,32.537,90
107,163.194,32.541,90
107,162.994,32.544,90
107,162.794,32.547,90
107,162.594,32.551,90
107,162.394,32.554,90
107,162.194,32.558,90
107,161.994,32.561,90
107,161.794,32.565,90
107,161.594,32.568,90
107,161.394,32.572,90
107,161.194,32.575,90
107,160.994,32.579,90
107,160.794,32.582,90
107,160.594,32.586,90
107,160.394,32.589,90
107,160.194,32.593,90
107,159.994,32.596,90
107,159.794,32.6,90
107,159.594,32.603,90
107,159.394,32.607,90
107,159.194,32.61,90
107,158.994,32.614,90
107,158.795,32.617,90
107,158.595,32.621,90
107,158.395,32.624,90
107,158.195,32.628,90
107,157.995,32.631,90
107,157.795,32.635,90
107,157.595,32.638,90
107,157.395,32.642,90
107,157.195,32.645,90
107,156.995,32.649,90
107,156.795,32.652,90
107,156.595,32.656,90
107,156.395,32.659,90
107,156.195,32.663,90
107,155.995,32.666,90
107,155.795,32.67,90
107,155.595,32.673,90
107,155.395,32.677,90
107,155.195,32.68,90
107,154.995,32.684,90
107,154.795,32.687,90
107,154.595,32.691,90
107,154.395,32.694,90
107,154.195,32.698,90
107,153.995,32.701,90
107,153.795,32.705,90
107,153.595,32.708,90
107,153.395,32.712,90
107,153.195,32.715,90
107,152.995,32.719,90
107,152.795,32.722,90
107,152.595,32.726,90
107,152.395,32.729,90
107,152.196,32.732,90
107,151.996,32.736,90
107,151.796,32.739,90
107,151.596,32.743,90
107,151.396,32.746,90
107,151.196,32.75,90
107,150.996,32.753,90
107,150.796,32.757,90
107,150.596,32.76,90
107,150.396,32.764,90
107,150.196,32.767,90
107,149.996,32.771,90
107,149.796,32.774,90
107,149.596,32.778,90
107,149.396,32.781,90
107,149.196,32.785,90
107,148.996,32.788,90
107,148.796,32.792,90
107,148.596,32.795,90
